school_year,aggregation_type,county_name,school_name,subgroup_name,enroll_cnt,grad_cnt,drop_cnt,grad_pct,drop_pct
2019-20,School,Elbert County,Elbert County High School,Hispanic,15,11,4,0.733333333,0.266666667
2019-20,School,Floyd County,Coosa High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Forsyth County,South Forsyth High School,Multiracial,15,15,0,1,0
2019-20,School,Fulton County,Roswell High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Fulton County,Westlake High School,Homeless,15,15,0,1,0
2019-20,School,Glynn County,Brunswick High School,Asian/Pacific Islander,15,15,0,1,0
2019-20,School,Glynn County,Brunswick High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Greene County,Greene County High School,Hispanic,15,10,5,0.666666667,0.333333333
2019-20,School,Gwinnett County,Discovery High School,Multiracial,15,13,2,0.866666667,0.133333333
2019-20,School,Habersham County,Habersham Success Academy,Male,15,14,1,0.933333333,0.066666667
2019-20,School,Habersham County,Habersham Success Academy,White,15,15,0,1,0
2019-20,School,Habersham County,Habersham Central High School,Homeless,15,14,1,0.933333333,0.066666667
2019-20,School,Henry County,Locust Grove High,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Houston County,Perry High School,Hispanic,15,15,0,1,0
2019-20,School,Jeff Davis County,Jeff Davis High School,Students with Disability,15,13,2,0.866666667,0.133333333
2019-20,School,Madison County,Madison County High School,Homeless,15,15,0,1,0
2019-20,School,Meriwether County,Greenville High School,Students with Disability,15,12,3,0.8,0.2
2019-20,School,Murray County,Murray County High School,Students with Disability,15,14,1,0.933333333,0.066666667
2019-20,School,Newton County,Alcovy High School,Multiracial,15,13,2,0.866666667,0.133333333
2019-20,School,Paulding County,Hiram High School,Multiracial,15,15,0,1,0
2019-20,School,Pike County,Pike County High School,Black,15,15,0,1,0
2019-20,School,Richmond County,Academy of Richmond County High School,Hispanic,15,10,5,0.666666667,0.333333333
2019-20,School,Richmond County,Laney High School,Students with Disability,15,11,4,0.733333333,0.266666667
2019-20,School,Stewart County,Stewart County High School,Female,15,14,1,0.933333333,0.066666667
2019-20,School,Troup County,LaGrange High School,Limited English Proficient,15,13,2,0.866666667,0.133333333
2019-20,School,Ware County,Ware County High School,Homeless,15,13,2,0.866666667,0.133333333
2019-20,School,Wilkes County,Washington-Wilkes Comprehensive High School,Students with Disability,15,11,4,0.733333333,0.266666667
2019-20,School,Atlanta Public Schools,Grady High School,Multiracial,15,15,0,1,0
2019-20,School,Decatur City,Decatur High School,Multiracial,15,14,1,0.933333333,0.066666667
2019-20,School,Pelham City,Pelham High School,Students with Disability,15,10,5,0.666666667,0.333333333
2019-20,District,Berrien County,All Column Values,Students with Disability,16,12,4,0.75,0.25
2019-20,District,Fulton County,All Column Values,American Indian/Alaska Native,16,12,4,0.75,0.25
2019-20,District,Harris County,All Column Values,Homeless,16,10,6,0.625,0.375
2019-20,District,Jackson County,All Column Values,Asian/Pacific Islander,16,16,0,1,0
2019-20,District,Jasper County,All Column Values,Students with Disability,16,12,4,0.75,0.25
2019-20,District,Liberty County,All Column Values,Homeless,16,14,2,0.875,0.125
2019-20,District,Murray County,All Column Values,Homeless,16,13,3,0.8125,0.1875
2019-20,District,Newton County,All Column Values,Homeless,16,10,6,0.625,0.375
2019-20,District,Pickens County,All Column Values,Homeless,16,13,3,0.8125,0.1875
2019-20,District,Pike County,All Column Values,Black,16,16,0,1,0
2019-20,District,Webster County,All Column Values,Male,16,14,2,0.875,0.125
2019-20,District,Commission Charter Schools- CCAT School,All Column Values,Male,16,16,0,1,0
2019-20,District,Commission Charter Schools- Pataula Charter Academy,All Column Values,Economically Disadvantaged,16,13,3,0.8125,0.1875
2019-20,District,Social Circle City,All Column Values,Black,16,16,0,1,0
2019-20,School,Bartow County,Cass High School,Multiracial,16,15,1,0.9375,0.0625
2019-20,School,Bartow County,Woodland High School,Black,16,16,0,1,0
2019-20,School,Carroll County,Temple High School,Students with Disability,16,16,0,1,0
2019-20,School,Carroll County,Villa Rica High School,Multiracial,16,14,2,0.875,0.125
2019-20,School,Savannah-Chatham County,New Hampstead High School,Limited English Proficient,16,13,3,0.8125,0.1875
2019-20,School,Savannah-Chatham County,New Hampstead High School,Multiracial,16,16,0,1,0
2019-20,School,Savannah-Chatham County,Beach High School,Homeless,16,11,5,0.6875,0.3125
2019-20,School,Cobb County,Allatoona High School,Multiracial,16,16,0,1,0
2019-20,School,Cobb County,Wheeler High School,Homeless,16,13,3,0.8125,0.1875
2019-20,School,Coffee County,Coffee County High School,Homeless,16,11,5,0.6875,0.3125
2019-20,School,DeKalb County,Lithonia High School,Homeless,16,12,4,0.75,0.25
2019-20,School,DeKalb County,Tapestry Public Charter School,Female,16,13,3,0.8125,0.1875
2019-20,School,DeKalb County,Clarkston High School,Hispanic,16,10,6,0.625,0.375
2019-20,School,Fulton County,Hapeville Charter Career Academy,Students with Disability,16,13,3,0.8125,0.1875
2019-20,School,Fulton County,Centennial High School,Homeless,16,11,5,0.6875,0.3125
2019-20,School,Gwinnett County,Paul Duke STEM High School,Limited English Proficient,16,11,5,0.6875,0.3125
2019-20,School,Gwinnett County,South Gwinnett High School,Asian/Pacific Islander,16,13,3,0.8125,0.1875
2019-20,School,Harris County,Harris County High School,Homeless,16,10,6,0.625,0.375
2019-20,School,Henry County,Dutchtown High,Multiracial,16,16,0,1,0
2019-20,School,Henry County,Ola High School,Homeless,16,16,0,1,0
2019-20,School,Henry County,Ola High School,Multiracial,16,15,1,0.9375,0.0625
2019-20,School,Jackson County,East Jackson Comprehensive High School,Black,16,16,0,1,0
2019-20,School,Jasper County,Jasper County High School,Students with Disability,16,12,4,0.75,0.25
2019-20,School,Laurens County,East Laurens High School,Students with Disability,16,13,3,0.8125,0.1875
2019-20,School,Muscogee County,Hardaway High School,Homeless,16,13,3,0.8125,0.1875
2019-20,School,Muscogee County,Columbus High School,Hispanic,16,16,0,1,0
2019-20,School,Paulding County,Hiram High School,Limited English Proficient,16,12,4,0.75,0.25
2019-20,School,Pickens County,Pickens County High School,Homeless,16,13,3,0.8125,0.1875
2019-20,School,Pike County,Zebulon High School,Not Economically Disadvantaged,16,15,1,0.9375,0.0625
2019-20,School,Polk County,Cedartown High School,Multiracial,16,10,6,0.625,0.375
2019-20,School,Richmond County,Johnson Magnet,White,16,16,0,1,0
2019-20,School,Rockdale County,Heritage High School,Homeless,16,13,3,0.8125,0.1875
2019-20,School,Rockdale County,Rockdale County High School,Asian/Pacific Islander,16,16,0,1,0
2019-20,School,Griffin-Spalding County,AZ Kelsey Academy,Female,16,13,3,0.8125,0.1875
2019-20,School,Walton County,Walnut Grove High School,Multiracial,16,14,2,0.875,0.125
2019-20,School,Webster County,Webster County High School,Male,16,14,2,0.875,0.125
2019-20,School,Dublin City,Moore Street Facility,Female,16,15,1,0.9375,0.0625
2019-20,School,Commission Charter Schools- CCAT School,Statesboro STEAM Academy,Male,16,16,0,1,0
2019-20,School,Commission Charter Schools- Pataula Charter Academy,Pataula Charter Academy,Economically Disadvantaged,16,13,3,0.8125,0.1875
2019-20,School,Social Circle City,Social Circle High School,Black,16,16,0,1,0
2019-20,District,Bacon County,All Column Values,Students with Disability,17,15,2,0.882352941,0.117647059
2019-20,District,Clinch County,All Column Values,Students with Disability,17,15,2,0.882352941,0.117647059
2019-20,District,Elbert County,All Column Values,Students with Disability,17,12,5,0.705882353,0.294117647
2019-20,District,Greene County,All Column Values,Students with Disability,17,12,5,0.705882353,0.294117647
2019-20,District,Heard County,All Column Values,Homeless,17,12,5,0.705882353,0.294117647
2019-20,District,Henry County,All Column Values,Active Duty,17,16,1,0.941176471,0.058823529
2019-20,District,Laurens County,All Column Values,Active Duty,17,15,2,0.882352941,0.117647059
2019-20,District,Lee County,All Column Values,Asian/Pacific Islander,17,17,0,1,0
2019-20,District,McDuffie County,All Column Values,Hispanic,17,15,2,0.882352941,0.117647059
2019-20,District,Morgan County,All Column Values,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,District,Stephens County,All Column Values,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,District,Talbot County,All Column Values,Female,17,14,3,0.823529412,0.176470588
2019-20,District,Cartersville City,All Column Values,Homeless,17,13,4,0.764705882,0.235294118
2019-20,District,Dublin City,All Column Values,Students with Disability,17,13,4,0.764705882,0.235294118
2019-20,District,Commission Charter Schools- Fulton Leadership Academy,All Column Values,All Students,17,16,1,0.941176471,0.058823529
2019-20,District,Commission Charter Schools- Fulton Leadership Academy,All Column Values,Black,17,16,1,0.941176471,0.058823529
2019-20,District,Commission Charter Schools- Fulton Leadership Academy,All Column Values,Male,17,16,1,0.941176471,0.058823529
2019-20,District,Valdosta City,All Column Values,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,School,Bacon County,Bacon County High School,Students with Disability,17,15,2,0.882352941,0.117647059
2019-20,School,Berrien County,Berrien Academy Performance Learning Center,Students without Disability,17,11,6,0.647058824,0.352941176
2019-20,School,Bibb County,Central High School,White,17,12,5,0.705882353,0.294117647
2019-20,School,Bleckley County,Bleckley County Success Academy,Male,17,13,4,0.764705882,0.235294118
2019-20,School,Bulloch County,Statesboro High School,Homeless,17,11,6,0.647058824,0.352941176
2019-20,School,Bulloch County,Portal Middle/High School,Black,17,15,2,0.882352941,0.117647059
2019-20,School,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,Active Duty,17,17,0,1,0
2019-20,School,Savannah-Chatham County,Savannah Arts Academy,Multiracial,17,17,0,1,0
2019-20,School,Savannah-Chatham County,Savannah Early College High School,Male,17,17,0,1,0
2019-20,School,Cherokee County,Etowah High School,Asian/Pacific Islander,17,17,0,1,0
2019-20,School,Clayton County,Lovejoy High School,Homeless,17,10,7,0.588235294,0.411764706
2019-20,School,Clinch County,Clinch County High School,Students with Disability,17,15,2,0.882352941,0.117647059
2019-20,School,Cobb County,Kell High School,Asian/Pacific Islander,17,17,0,1,0
2019-20,School,Cobb County,Pope High School,Multiracial,17,16,1,0.941176471,0.058823529
2019-20,School,DeKalb County,Tapestry Public Charter School,White,17,13,4,0.764705882,0.235294118
2019-20,School,DeKalb County,Dekalb Early College Academy,Male,17,17,0,1,0
2019-20,School,Douglas County,New Manchester High School,Limited English Proficient,17,14,3,0.823529412,0.176470588
2019-20,School,Effingham County,South Effingham High School,Multiracial,17,15,2,0.882352941,0.117647059
2019-20,School,Elbert County,Elbert County High School,Students with Disability,17,12,5,0.705882353,0.294117647
2019-20,School,Fayette County,Fayette County High School,Asian/Pacific Islander,17,15,2,0.882352941,0.117647059
2019-20,School,Floyd County,Pepperell High School,Hispanic,17,17,0,1,0
2019-20,School,Floyd County,Coosa High School,Black,17,15,2,0.882352941,0.117647059
2019-20,School,Forsyth County,North Forsyth High School,Multiracial,17,16,1,0.941176471,0.058823529
2019-20,School,Forsyth County,Forsyth Central High School,Multiracial,17,16,1,0.941176471,0.058823529
2019-20,School,Fulton County,Langston Hughes High School,Homeless,17,11,6,0.647058824,0.352941176
2019-20,School,Gwinnett County,Lanier High School,Multiracial,17,16,1,0.941176471,0.058823529
2019-20,School,Hall County,Johnson High School,Black,17,16,1,0.941176471,0.058823529
2019-20,School,Heard County,Heard County High School,Homeless,17,12,5,0.705882353,0.294117647
2019-20,School,Henry County,Stockbridge High School,Homeless,17,12,5,0.705882353,0.294117647
2019-20,School,Henry County,McDonough High School,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,School,Henry County,McDonough High School,White,17,12,5,0.705882353,0.294117647
2019-20,School,Houston County,Warner Robins High School,Limited English Proficient,17,10,7,0.588235294,0.411764706
2019-20,School,Jackson County,Jackson County Comprehensive High School,Black,17,17,0,1,0
2019-20,School,Lee County,Lee County High School,Asian/Pacific Islander,17,17,0,1,0
2019-20,School,Liberty County,Liberty County High School,Multiracial,17,16,1,0.941176471,0.058823529
2019-20,School,McDuffie County,Thomson High School,Hispanic,17,15,2,0.882352941,0.117647059
2019-20,School,Morgan County,Morgan County High School,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,School,Muscogee County,Hardaway High School,Hispanic,17,15,2,0.882352941,0.117647059
2019-20,School,Muscogee County,Hardaway High School,Multiracial,17,15,2,0.882352941,0.117647059
2019-20,School,Newton County,Newton High School,Limited English Proficient,17,12,5,0.705882353,0.294117647
2019-20,School,Paulding County,Hiram High School,Homeless,17,10,7,0.588235294,0.411764706
2019-20,School,Paulding County,East Paulding High School,Multiracial,17,15,2,0.882352941,0.117647059
2019-20,School,Paulding County,Paulding County High School,Multiracial,17,15,2,0.882352941,0.117647059
2019-20,School,Rockdale County,Salem High School,Homeless,17,11,6,0.647058824,0.352941176
2019-20,School,Stephens County,Stephens County High School,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,School,Sumter County,Furlow Charter School,Female,17,13,4,0.764705882,0.235294118
2019-20,School,Talbot County,Central Elementary/High School,Female,17,14,3,0.823529412,0.176470588
2019-20,School,Thomas County,Thomas County Central High School,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,School,Walker County,LaFayette High School,Multiracial,17,17,0,1,0
2019-20,School,Whitfield County,Coahulla Creek High School,Limited English Proficient,17,14,3,0.823529412,0.176470588
2019-20,School,Whitfield County,Northwest Whitfield County High School,Limited English Proficient,17,13,4,0.764705882,0.235294118
2019-20,School,Atlanta Public Schools,South Atlanta High School,Hispanic,17,16,1,0.941176471,0.058823529
2019-20,School,Cartersville City,Cartersville High School,Homeless,17,13,4,0.764705882,0.235294118
2019-20,School,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,All Students,17,16,1,0.941176471,0.058823529
2019-20,School,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,Black,17,16,1,0.941176471,0.058823529
2019-20,School,Commission Charter Schools- Fulton Leadership Academy,Fulton Leadership Academy,Male,17,16,1,0.941176471,0.058823529
2019-20,School,Valdosta City,Valdosta High School,Hispanic,17,16,1,0.941176471,0.058823529
